弹幕时间,弹幕内容
2021-04-07 21:25:29,阿克苏 库尔勒 胡杨很美 红柳羊肉
2021-04-07 21:19:35,媒体话语权真的很重要
2021-04-07 21:19:28,不是不信任，而是它们亏着心呢，害怕我们报复它们。
2021-04-07 21:18:32,佑思13岁来中国时，那时我们确实还很穷
2021-04-07 20:58:36,立一个：高佑思说中文不用字幕能看
2021-04-07 20:57:03,人在武汉，等着外卖
2021-04-07 20:52:47,哇，后面的花灯好美
2021-04-07 20:47:14,官方点名
2021-04-14 18:02:48,BBC老老实实拍动物多好
2021-04-14 15:41:49,热知识：美国人不多的地方不建基站
2021-04-14 11:30:01,一股羊肉串味的汉语
2021-04-13 23:04:31,情头get（doge）
2021-04-13 22:52:45,老郭失宠了吗
2021-04-11 16:23:02,老高：这几句话我的毕生所学。。
2021-04-11 13:40:45,我觉得足够强大，就可以让别人主动来了解
2021-04-09 18:49:44,阿克苏苹果好吃
2021-04-09 16:29:25,太皮了
2021-04-09 14:13:50,不甘心是正确的
2021-04-09 14:09:13,把手绑住哈哈哈
2021-04-09 13:20:26,？？帅哥你谁
2021-04-09 13:19:06,这个主持人好帅
2021-04-09 12:49:35,摸手手
2021-04-09 12:21:12,主要是太忙了我也想带家里人去他们玩一下
2021-04-09 11:03:09,就像有时候那种穷亲戚突然比自己富了，心理面接受不了说别人是暴发户没素质一样
2021-04-09 11:01:59,Good question=这问题超纲了
2021-04-09 10:36:38,北斗导航，科技是第一生产力
2021-04-09 10:23:01,毕生所学哈哈哈哈
2021-04-09 10:22:47,老高厉害了
2021-04-09 10:18:33,这中文水平怎么还退步了呢？
2021-04-09 10:06:01,这词汇牛啊
2021-04-09 08:35:15,竟然质疑央视主持人的专业性？
2021-04-09 08:09:51,突然语速变快口齿清晰哈哈哈
2021-04-09 01:14:16,高级词汇
2021-04-09 00:45:20,哈哈哈以毒攻毒
2021-04-09 00:03:33,夏虫不可语冰
2021-04-08 23:24:55,现在把字幕遮住，看谁还能听得懂？
2021-04-08 22:49:27,别GPS了，这是我们国家的北斗！
2021-04-08 22:21:49,剧透了
2021-04-08 22:08:44,谢谢老高
2021-04-08 21:51:39,低情商：我汉语说不好
2021-04-08 21:25:54,《小伙》
2021-04-08 20:56:34,哈哈哈哈哈，一股孜然味
2021-04-08 20:47:00,突然帅了
2021-04-08 20:46:45,好家伙下周发布，这周看了剧透
2021-04-08 20:11:53,歪研会加油
2021-04-08 19:54:12,阿克苏糖心苹果！
2021-04-08 19:32:24,塞伯坦星人永不为奴！！！！！
2021-04-08 19:30:36,不甘心，说的对
2021-04-08 18:22:10,高大姐上央视了，为你高兴
2021-04-08 18:16:17,马思睿和小贝中文最好吧
2021-04-08 17:51:03,果然不开字幕听不懂（doge
2021-04-08 17:13:00,傲慢与偏见
2021-04-08 17:11:44,阿克苏冰糖心
2021-04-08 16:59:49,我当年4g都不普及
2021-04-08 16:54:10,推特 脸书立封账号
2021-04-08 16:20:18,高佑思排面
2021-04-08 16:19:34,小高出息了
2021-04-08 16:14:14,阿克苏苹果好吃！
2021-04-08 16:11:58,央妈您这是剧透啊
2021-04-08 15:59:12,单边主义，高级
2021-04-08 15:45:22,回老家
2021-04-08 15:32:28,你直接说维语啊，别装了哈哈哈
2021-04-08 15:09:18,老高加油！
2021-04-08 15:07:35,好家伙，不愧读过北大，水平很可以啊
2021-04-08 15:03:07,老高距离入党只差一封申请书了
2021-04-08 14:24:00,你们西方人会看不到，当做眼瞎了
2021-04-08 13:48:45,正相关，一荣俱荣一损俱损
2021-04-08 13:17:52,高佑思回老家
2021-04-08 13:15:59,高佑思排面
2021-04-08 13:09:27,还小哥哥，是叔叔
2021-04-08 13:06:36,一直在一步一步来嘛，我们只是腿长而已
2021-04-08 13:05:29,好家伙，不愧读过北大，水平很可以啊
2021-04-08 12:57:51,帅哥你谁？
2021-04-08 12:56:26,他的团队 应该是星悦的中文最好~
2021-04-08 12:51:32,加油，祝你成功！
2021-04-08 12:34:02,好帅！！！！
2021-04-08 12:16:46,GPS在中国干不了这事
2021-04-08 12:16:14,北斗播种
2021-04-08 12:15:09,给老高一张中国绿卡
2021-04-08 12:06:53,春哥真的好帅，那种痞帅痞帅的
2021-04-08 12:05:40,你俩肢体接触太多了喂！
2021-04-08 12:04:20,多拍点好的弟电视剧电影
2021-04-08 12:00:02,这个口音也一股羊肉串味
2021-04-08 11:50:13,都被剧透完了
2021-04-08 11:43:48,都要40年了，我还停留在30年的印象中
2021-04-08 11:42:28,机械化是没问题，无人这款应该是用来展览的，还没推广
2021-04-08 11:30:32,排面
2021-04-08 11:30:29,压迫手机劳动实锤了!手机I什么时候能够站起来!!
2021-04-08 11:27:59,阿克苏的苹果巨甜!!吃多了上头的那种= =
2021-04-08 11:10:10,以色列小伙
2021-04-08 11:08:41,老高太牛了！
2021-04-08 11:08:30,别说，高弟弟有点像梅西（doge）
2021-04-08 11:00:15,外宣主力老高！
2021-04-08 10:51:43,赛博坦棉花收割人
2021-04-08 10:48:36,你跟外研会都很熟嘛
2021-04-08 10:36:43,高佑思才94年的才27岁，人家是小哥哥啦！不是大叔，
2021-04-08 10:32:35,美国：假象，肯定是摆拍
2021-04-08 10:28:17,大叔，你好好说话哈哈哈哈哈还哈
2021-04-08 10:23:36,我就在阿克苏
2021-04-08 10:23:16,高佑思，你的视频可以不用出了
2021-04-08 10:22:38,赛博朋克
2021-04-08 10:21:37,这是什么时候的采访 老高普通话这么好 现在是退步了哈
2021-04-08 10:14:49,脸都红了
2021-04-08 09:46:57,马上封号
2021-04-08 09:42:25,大哥你谁啊？！
2021-04-08 09:31:39,我期待别剧透太多/doge
2021-04-08 09:05:19,是北斗
2021-04-08 08:46:36,哈哈哈哈哈哈哈哈哈哈哈哈
2021-04-08 08:45:22,他们会奇怪你为啥不说维语
2021-04-08 08:38:41,C总狂喜
2021-04-08 08:33:52,老高，不用口音也融入当地啊！
2021-04-08 08:25:13,说家乡话啊哈哈哈
2021-04-08 08:21:14,机器的命也是命
2021-04-08 08:12:29,啊咧 高佑思来了
2021-04-08 08:04:32,羊肉串味
2021-04-08 07:44:33,老高加油！
2021-04-08 07:37:56,排面
2021-04-08 07:37:10,是我们自己的北斗
2021-04-08 07:25:56,果然以色列
2021-04-08 07:25:49,like
2021-04-08 07:14:39,老高回家乡多开心啊
2021-04-08 06:32:55,有时差就对了，夏天去时差更大
2021-04-08 04:40:35,词汇+1
2021-04-08 04:09:47,这个叫不讲武德
2021-04-08 03:12:26,你可以
2021-04-08 03:10:39,哈哈哈哈哈哈哈 小机灵鬼
2021-04-08 03:09:18,不甘心是本质
2021-04-08 03:08:22,bbc 你就报我名字呗
2021-04-08 02:52:38,犹太人也很厉害的，爱因斯坦就是犹太人！
2021-04-08 01:24:08,高佑思牌面
2021-04-08 01:07:06,高佑思，去领身份证吧
2021-04-08 00:53:58,郭杰瑞～
2021-04-08 00:36:27,阿克苏沙雅县
2021-04-08 00:36:22,阿克苏冰糖心
2021-04-08 00:16:54,欢迎来到夜之城
2021-04-08 00:14:20,穿正装好帅啊 不是那个被星悦嫌弃的老高了
2021-04-08 00:11:05,我在杭州可以去看看
2021-04-08 00:11:05,啊？阿克苏不是种苹果的？
2021-04-07 23:52:38,真的假的啊
2021-04-07 23:47:45,咋那么像北斗天线呢
2021-04-07 23:44:42,是不是庄晓莹的弟弟？
2021-04-07 23:44:09,以色列也是农业先进国家
2021-04-07 23:39:50,从加上我开始吧
2021-04-07 23:37:57,高佑思牛逼
2021-04-07 23:32:32,伊宁市的我对您说声谢谢！
2021-04-07 23:30:44,？？？？？？
2021-04-07 22:58:31,高级词汇！多边沟通机制
2021-04-07 22:58:04,高级词汇！！单边主义
2021-04-07 22:51:08,西方的傲慢
2021-04-07 22:50:07,比刚来时更沙雕了
2021-04-07 22:49:20,我们也想更了解外国
2021-04-07 22:43:32,沟通起来竟然完全没有障碍
2021-04-07 22:41:22,合影留念
2021-04-07 22:40:30,犹太人商业嗅觉灵敏
2021-04-07 22:38:46,央妈，不会用BGM可以不用的
2021-04-07 22:35:33,梅西和皮克。。。
2021-04-07 22:35:06,用手机操作机器是5g技术的应用吧！
2021-04-07 22:32:25,哈哈哈哈哈哈哈
2021-04-07 22:26:45,加油
2021-04-07 22:26:04,说的很委婉了
2021-04-07 22:24:38,所以说别轻易来中国，来你就会爱上它！无法自拔！
2021-04-07 22:21:36,大叔你谁啊
2021-04-07 22:21:35,老男人哈哈哈
2021-04-07 22:18:57,天气挺热的
2021-04-07 22:18:02,帅哥你谁？？？？？？
2021-04-07 22:13:52,不是高大姐吗？哈哈哈哈
2021-04-07 22:13:33,老高太帅了
2021-04-07 22:11:01,主持人瞬间美颜
2021-04-07 22:09:09,感谢
2021-04-07 22:04:24,unilateralism和multilateralisim
2021-04-07 22:03:06,GPS自动导航跟播，都用了好几年了，车速相当慢
2021-04-07 22:00:11,他的回答好完美啊欢迎呀
2021-04-07 21:59:21,单边主义，高级词汇
2021-04-07 21:59:01,负负得正
2021-04-07 21:58:40,战地记者
2021-04-07 21:57:07,你好，犹太人！
2021-04-07 21:56:01,哈哈哈，“I，呃”
2021-04-07 21:53:28,梦幻联动
2021-04-07 21:52:35,哈哈哈夺笋呐
2021-04-07 21:52:05,联通卡枯了
2021-04-07 21:51:25,哈哈哈哈
2021-04-07 21:48:21,新单词+2
2021-04-07 21:46:36,云监工？
2021-04-07 21:45:34,？？？这么高级？
2021-04-07 21:44:42,这时差哈哈哈哈哈
2021-04-07 21:40:29,广州落泪
2021-04-07 21:40:06,下周发布，都给你剧透完了
2021-04-07 21:36:01,不不不，我听起来你们是一样的
2021-04-07 21:35:33,主持人挺专业的
2021-04-07 21:29:47,高同学越来越棒了啊
2021-04-07 21:28:06,高同学的格局不错
2021-04-07 21:27:54,负负得正了。就是回乡
2021-04-07 21:22:35,优秀
2021-04-07 21:20:35,哈哈，更年轻的朋友
2021-04-07 21:19:03,前方高能
2021-04-07 21:16:42,我的三连等你老高
2021-04-07 21:12:25,看，央视也知道打字幕！不然听不懂高佑思说什么，哈哈哈哈哈哈！
2021-04-07 21:11:02,突然觉得自己有危机感
2021-04-07 21:10:57,谢谢你的真实
2021-04-07 21:09:48,好耶歪研会梦幻联动！
2021-04-07 21:03:25,排面
2021-04-07 21:01:12,阿克苏苹果超好吃的~
2021-04-07 20:59:36,高佑思西装挺帅啊
2021-04-07 20:57:13,热乎的
2021-04-07 20:50:59,双份狂喜
2023-10-12 14:06:47,高佑思是一个精明到让人害怕的犹太人
2022-12-30 23:09:07,老高好样的，加油
2022-09-09 07:45:33,排面
2022-07-23 16:39:19,这小子可以
2021-11-11 19:23:31,2022年4月考古
2021-11-11 19:11:20,BBC:可不只我一个啊，
2021-11-11 19:04:18,老庄也是牌面人物
2021-06-18 20:23:16,高佑思今天很帅！
2021-05-22 12:39:47,弟弟好帅啊！
2021-05-13 11:54:40,回到故乡
2021-05-07 18:32:34,做生意犹太人行
2021-05-03 07:04:53,别乱说，我们是发展中国家
2021-04-30 13:56:21,虽然字幕是看不到，但小高这句“不看到”属实精妙
2021-04-30 13:51:42,啊春春！！！！！好久不见！！！！
2021-04-24 13:50:14,北斗
2021-04-24 06:17:47,老外畏威而不怀德，核潜艇核航母强大了，他们会心平气和坐下来谈判的
2021-04-24 06:16:23,核潜艇核航母多了后，老外自然会来了解，会坐下来谈判
2021-04-23 18:04:53,把眼睛蒙住就可以让中国不发展了吗，想多了
2021-04-23 14:37:03,北斗
2021-04-21 14:38:10,泪目泪目泪目
2021-04-18 19:47:34,哈哈，广州木了
2021-04-18 19:10:17,北大还行
2021-04-18 16:57:42,加油
2021-04-18 14:59:14,好帅哈哈哈
2021-04-18 14:58:33,高大姐厉害了
2021-04-18 13:56:01,排面
2021-04-18 13:19:16,非常棒呀，中国声音
2021-04-17 20:37:11,因为他们怕中国变好
2021-04-17 16:36:10,排面
2021-04-17 07:09:27,老高：妈，我上新闻了～
2021-04-17 00:07:24,哈哈哈哈哈好
2021-04-16 20:27:56,厉害啊
2021-04-16 16:38:41,苹果，羊肉串
2021-04-16 01:05:58,排面
2021-04-15 19:56:01,不知道何为时差？
2021-04-15 14:46:23,读书人啊
2021-04-15 14:42:28,你弟弟真美啊
2021-04-15 14:38:52,看到这哥们突然觉得我眼不小了
2021-04-15 14:37:48,他的个人公司？
2021-04-15 10:23:57,大叔
2021-04-14 18:57:54,好棒啊
2021-04-14 18:55:17,老高可以啊
2021-04-14 18:54:05,广州疑惑
2021-04-14 13:32:30,雷达吗
2021-04-14 12:34:01,老高有女朋友么
2021-04-14 11:27:15,DBS
2021-04-14 05:44:59,抓紧安排入党！
2021-04-13 22:52:10,中国人民的老朋友
2021-04-13 20:08:10,樱花起源中国
2021-04-13 17:52:53,、、、、、、、、、、、、、、、、、、、、、、、、、、、
2021-04-13 15:26:25,但是你们口音是一样的
2021-04-13 14:54:21,小伙
2021-04-12 22:41:30,突然发现中国有点大
2021-04-12 22:31:44,老高真的是我会敬佩的国际友人，会思考，会学习，行动力又强，真的很厉害
2021-04-12 21:42:22,高佑思都上了，期待下一次星悦
2021-04-12 19:42:51,bbc：你直接念我身份证吧
2021-04-12 15:27:40,我们武汉人说的是过早哦，嘻嘻
2021-04-11 21:32:18,人在阿克苏，刚到棉田
2021-04-11 21:05:06,排面
2021-04-11 19:59:44,好帅！
2021-04-11 13:39:46,真的国际友人
2021-04-11 13:01:38,老高排面
2021-04-11 13:01:32,排面
2021-04-11 11:09:36,加油啊
2021-04-11 11:07:50,哈哈哈哈
2021-04-11 11:05:41,bbc
2021-04-11 11:04:02,犹太人还是有智慧
2021-04-11 11:02:36,以色列也是农业科技大国
2021-04-11 11:02:20,老高又上央视了
2021-04-10 21:38:44,北斗导航
2021-04-10 21:37:51,哈哈哈哈哈
2021-04-10 21:14:19,高佑思牛
2021-04-10 20:46:03,需要个平台，需要和各国网友沟通交流
2021-04-10 20:43:18,外网人接触我们的相关消息出现过很长一段时间的断层，没有了时间给酝酿他们接受适应的过程
2021-04-10 20:03:30,他就是想去吃苹果的，眼神都出卖你了
2021-04-10 19:28:03,一个青年学生，通过这个视频，了解到一些事
2021-04-10 19:22:19,不不不，口音倒是差不多，哈哈
2021-04-10 19:10:17,会长排面
2021-04-10 18:36:46,高佑思牛逼
2021-04-10 17:32:00,阿克苏苹果也好吃！！！！
2021-04-10 17:08:00,帅哥你谁？
2021-04-10 16:50:55,！！杭州
2021-04-10 16:50:49,加油ヾ(◍°∇°◍)ﾉﾞ
2021-04-10 14:30:03,红红火火恍恍惚惚
2021-04-10 13:29:37,好家伙，口音本地化
2021-04-10 13:09:14,我们高中的对口援助学校也在阿克苏
2021-04-10 12:56:58,北斗
2021-04-10 12:06:32,好厉害
2021-04-10 10:53:10,梅西和皮克
2021-04-10 10:46:36,和郭杰瑞一样做生意
2021-04-10 09:09:17,哥哥
2021-04-10 09:09:01,帅哥你谁？
2021-04-10 08:27:53,我觉得这里不信任换成不够了解更合适
2021-04-10 02:40:30,不是高佑思就是郭杰瑞哈哈哈
2021-04-10 01:55:55,高佑思排面！
2021-04-10 01:02:45,进百大啊
2021-04-10 00:08:13,排面
2021-04-10 00:07:59,来了
2021-04-10 00:00:56,加油
2021-04-09 23:57:05,美帝需要解放赛博坦人吗
2021-04-09 23:46:46,路由器吗
2021-04-09 23:41:26,字幕君自行调整语序
2021-04-09 23:09:59,这政治觉悟，我自愧不如啊！
2021-04-09 23:07:48,词汇量很高啊！
2021-04-09 22:07:33,阿克苏红枣也多！
2021-04-09 21:54:16,这小词一套一套儿的
2021-04-09 21:40:40,喀什的小盆友10点半上课，上海的小盆友7点半就上课了~~~~
2021-04-09 21:37:24,太牛了你，这个都知道
2021-04-09 21:33:04,美国：你直接说我英文名得了
2021-04-09 21:32:42,高情商回答
2021-04-09 21:29:19,对比欧洲人与亚洲人体格时间~
2021-04-09 21:24:26,库尔勒香梨
2021-04-09 21:21:06,说的特别好
2021-04-09 20:35:35,北大还行
2021-04-09 20:29:49,祖国真大呀
2021-04-09 20:13:07,嫉妒是人性最丑恶的
2021-04-09 20:12:26,就是公开的
2021-04-09 20:11:45,高佑思，你是来考政治的吗
2021-04-09 19:37:34,有时差，但是都用北京时间
2021-04-09 19:22:08,哈哈哈
2021-04-09 19:21:28,中文退步很厉害啊
2021-04-09 19:16:17,排面
2021-04-09 18:33:20,废话，都是中国为啥没有4G
2021-04-09 18:25:34,这广告可以
2021-04-09 18:17:18,梦幻联动
2021-04-09 18:16:16,北斗
2021-04-09 18:03:46,广州:????
2021-04-09 18:02:14,入党吧
2021-04-09 18:00:47,没胡子好帅
2021-04-09 17:16:31,扩大一倍，谁说犹太人数学好的
2021-04-09 17:15:27,中文真的厉害 比我英语好55
2021-04-09 17:09:56,可能太奇迹了，七十多年就可以发展成这样
2021-04-09 16:57:33,武汉太美了
2021-04-09 16:46:32,都没玩过模拟农场嘛
2021-04-09 16:44:27,武汉好美
2021-04-09 16:25:42,小哥哥哈哈哈哈
2021-04-09 15:54:21,画风突变
2021-04-09 15:49:44,排面，高佑思
2021-04-09 15:43:17,不不不，我们是发展中国家
2021-04-09 15:38:47,这滤镜不对
2021-04-09 15:38:26,牌面
2021-04-09 15:33:20,杭州人民表示在哪？
2021-04-09 15:29:15,这回老高很上镜
2021-04-09 15:26:19,央视前方记者高佑思
2021-04-09 15:11:57,武汉欢迎你～
2021-04-09 15:11:46,别乱说，我们是发展中国家
2021-04-09 15:06:44,老郭被抛弃了吗
2021-04-09 15:06:32,好可爱
2021-04-09 14:45:22,家乡的撒库拉
2021-04-09 14:32:46,中国只要造几艘核动力航母西方国家才会真正害怕！！
2021-04-09 14:31:38,真正的实力在于你有多少航空母舰！他们才会真正害怕
2021-04-09 14:25:10,为啥。。。没延迟？
2021-04-09 13:41:17,地大，土生土长的人幸福啊
2021-04-09 13:38:44,回家了
2021-04-09 13:23:12,庄胜春
2021-04-09 13:16:33,不愧是你 犹太人（爆笑）
2021-04-09 13:15:47,羡慕嫉妒恨
2021-04-09 13:07:17,我才知道的
2021-04-09 13:06:40,u以色列人做生意绝对深藏不漏
2021-04-09 13:03:41,长得有点像超人
2021-04-09 12:56:22,杭州分公司什么时候发布校招
2021-04-09 12:55:25,1.25倍速，正好
2021-04-09 12:49:20,嫉妒
2021-04-09 12:36:07,高佑思排面
2021-04-09 12:34:22,小伙
2021-04-09 12:33:31,加油！
2021-04-09 12:31:28,哈哈哈哈哈哈
2021-04-09 12:30:57,我觉得老高有点像毕导
2021-04-09 12:29:53,夜之城
2021-04-09 12:22:19,谢谢~
2021-04-09 12:17:14,来！
2021-04-09 12:14:00,自动驾驶
2021-04-09 12:12:26,国内的时差啊
2021-04-09 11:57:29,好帅
2021-04-09 11:56:54,好棒
2021-04-09 11:40:35,要不要回我的高老庄~
2021-04-09 11:23:11,不可能！这不是真的！
2021-04-09 11:22:36,就是自欺欺人，我闭上眼就就看不见你强大的样子了
2021-04-09 11:16:44,我的祖国多么广大
2021-04-09 11:08:06,《小伙》
2021-04-09 11:02:17,不了解
2021-04-09 11:01:58,unilateralism
2021-04-09 11:00:49,没啥感觉，就是太大了
2021-04-09 10:56:39,woc
2021-04-09 10:54:23,满血复活
2021-04-09 10:45:30,用的北京时间
2021-04-09 10:45:19,人说的是9点天才黑
2021-04-09 10:42:51,排面
2021-04-09 10:26:51,极飞打钱
2021-04-09 10:14:48,有FIBO咖啡吗？
2021-04-09 10:14:02,666
2021-04-09 09:57:45,口音也像本地人
2021-04-09 09:54:04,加油
2021-04-09 09:53:18,不讲武德
2021-04-09 09:49:38,哈哈哈哈哈哈
2021-04-09 09:48:54,还有高山草原和湖泊，冰川
2021-04-09 09:45:52,以色列人是真人精
2021-04-09 09:44:53,是去啃苹果了嘛
2021-04-09 09:44:36,小高高
2021-04-09 09:42:20,弟弟长得好像梅西
2021-04-09 09:34:36,加油！
2021-04-09 09:33:11,竟然有时差哈哈哈哈哈
2021-04-09 08:40:17,08年 一切的转折点
2021-04-09 08:35:59,北大可还行
2021-04-09 08:34:47,这不是央视吗？
2021-04-09 08:29:56,好家伙，注意安全啊！
2021-04-09 08:28:03,？？？？这么高级
2021-04-09 02:57:35,@漂亮国
2021-04-09 02:24:00,回乡。
2021-04-09 01:21:45,阿克苏的冰糖心苹果，好得很，虽然我自己吃吐了
2021-04-09 01:19:47,加油！！
2021-04-09 01:16:25,央视，敢不专业吗
2021-04-09 00:48:41,衣锦还乡
2021-04-09 00:46:01,明明口音一致
2021-04-09 00:38:33,好家伙
2021-04-09 00:28:14,是我老公
2021-04-09 00:17:37,主持人肯定故意的哈哈
2021-04-09 00:00:38,北斗
2021-04-08 23:36:22,GPS
2021-04-08 23:35:48,像极了本地人
2021-04-08 23:32:16,哈哈
2021-04-08 23:19:39,北大还行
2021-04-08 23:16:54,好耶！
2021-04-08 23:12:00,我家住在江滩边
2021-04-08 23:07:50,欢迎来杭州
2021-04-08 23:06:16,哈哈哈
2021-04-08 22:59:09,加油
2021-04-08 22:53:15,谢谢你
2021-04-08 22:51:43,高佑思真的这个太有意思了
2021-04-08 22:47:28,变帅了
2021-04-08 22:39:34,你的中文怎么越来越差了- -！
2021-04-08 22:31:56,自动化
2021-04-08 22:29:40,帅哥你谁
2021-04-08 22:19:10,有时差
2021-04-08 22:11:48,阿克苏真是好地方，退休想去养老
2021-04-08 22:09:50,对对对，还有阿克苏冻豆腐
2021-04-08 22:09:45,中文说得很好啊
2021-04-08 22:07:52,想去了
2021-04-08 22:07:22,前面的朋友，阿克苏不只是种苹果的哦，哈哈哈
2021-04-08 22:07:01,阿克苏苹果全国闻名
2021-04-08 22:06:58,来学习了
2021-04-08 21:54:47,GPS叫全球定位系统，狭义指美国内个，广义上讲北斗这些都属于GPS
2021-04-08 21:53:01,武汉江滩真的好美
2021-04-08 21:52:44,回乡务农
2021-04-08 21:42:59,raz进步了！
2021-04-08 21:28:31,不看字母真的不知道高佑思在说什么
2021-04-08 21:23:29,哈哈哈哈
2021-04-08 21:14:20,北斗
2021-04-08 21:01:00,太聪明了
2021-04-08 20:53:04,果然北大
2021-04-08 20:48:27,BBC直接重新剪辑加滤镜
2021-04-08 20:45:57,排面
2021-04-08 20:44:11,新的误解哈哈哈 
2021-04-08 20:41:56,汉语评级已经正式出台
2021-04-08 20:41:45,对不起，我也是现在才知道的
2021-04-08 20:41:22,叔叔请不要卖萌
2021-04-08 20:38:43,阿克苏狂喜
2021-04-08 20:33:22,格局
2021-04-08 20:30:59,我也会、要去
2021-04-08 20:30:32,阿克苏苹果，正在吃
2021-04-08 20:18:42,哈哈哈哈哈哈哈哈哈哈
2021-04-08 20:13:20,郭锥绿了哈哈哈
2021-04-08 20:13:14,点赞点赞
2021-04-08 20:11:38,排面
2021-04-08 20:10:15,可以呀
2021-04-08 20:09:30,高大姐和星悦，歪研会最大的排面
2021-04-08 20:08:41,排面啊
2021-04-08 20:07:08,加油
2021-04-08 20:02:43,帅哥你谁？
2021-04-08 20:01:59,老高大姐了
2021-04-08 19:50:32,我们还是发展中国家，还在发展中
2021-04-08 19:29:18,厉害了
2021-04-08 19:28:57,25小时还算热乎吗…嘿嘿嘿嘿嘿嘿
2021-04-08 19:26:24,第一次发现这么帅
2021-04-08 19:25:54,哈哈哈哈
2021-04-08 19:19:37,说的对呀
2021-04-08 19:12:30,哈哈哈哈哈
2021-04-08 19:06:57,梅西皮克
2021-04-08 19:06:03,@美国
2021-04-08 19:05:11,杭州！！！！
2021-04-08 19:05:09,谢谢老高！！！
2021-04-08 18:54:32,wc？！
2021-04-08 18:52:27,高佑思是犹太人，注意背景审查
2021-04-08 18:51:32,主持人笑死
2021-04-08 18:51:24,帅哥你谁啊？
2021-04-08 18:50:30,帅哥你谁
2021-04-08 18:50:21,帅的
2021-04-08 18:48:56,要多喝水补充水分
2021-04-08 18:43:39,阿克苏的苹果实在是太好吃。
2021-04-08 18:30:22,帅哥你谁啊？
2021-04-08 18:20:00,哈哈哈
2021-04-08 18:09:43,庄很帅啊
2021-04-08 18:02:01,梅西
2021-04-08 17:58:19,自瞄火炮
2021-04-08 17:56:55,太阳会掉下来吗
2021-04-08 17:54:39,脸打的好响
2021-04-08 17:49:05,小高排面
2021-04-08 17:36:30,据说阿克苏的苹果容易吃醉
2021-04-08 17:36:21,欢迎来到沙雅县
2021-04-08 17:23:56,意识形态的对抗仍然存在
2021-04-08 17:09:36,国土上太阳永不落，
2021-04-08 16:59:35,哇，现在有4g了
2021-04-08 16:30:07,哈哈哈哈，被剧透了！
2021-04-08 16:09:49,来到了用的好
2021-04-08 16:09:02,排面
2021-04-08 16:02:06,厉害哈哈
2021-04-08 16:01:20,哈哈哈哈哈
2021-04-08 15:47:55,高总加油
2021-04-08 15:46:44,北斗
2021-04-08 15:44:42,热干面
2021-04-08 15:43:07,我觉得你们普通话一样的
2021-04-08 15:36:16,@美国
2021-04-08 15:28:19,后面背景好好看
2021-04-08 15:21:24,高佑思回到了家乡
2021-04-08 15:12:47,GPS又不专指美国GPS，是导航系统总称
2021-04-08 15:09:11,你看看中西部地区
2021-04-08 15:08:31,赶紧入党吧
2021-04-08 15:07:13,高级词汇！！单边主义
2021-04-08 15:03:44,极飞科技无人自驾仪？
2021-04-08 15:03:18,北斗
2021-04-08 15:02:47,极飞科技？
2021-04-08 15:02:27,为庄胜春而来
2021-04-08 14:46:52,小哥哥
2021-04-08 14:42:46,嫉妒吧，觉得自己做不到的事别人也做不到
2021-04-08 14:41:08,帅
2021-04-08 14:39:39,学的不错
2021-04-08 14:36:52,江滩！！！
2021-04-08 14:28:31,5个小时的时差
2021-04-08 14:25:29,说到多边沟通机制的时候，老高可想笑了，忍着正经说话
2021-04-08 14:22:59,我们也需要一个敌人
2021-04-08 14:20:37,别说老外不了解。平时也没人会去了解种棉花啊
2021-04-08 14:01:17,"人家天天在北京,哪里知道"
2021-04-08 13:56:28,哈哈哈哈
2021-04-08 13:55:34,！！！
2021-04-08 13:47:06,建议找杂碎小王子，让他带你淡嘴
2021-04-08 13:44:52,高佑思跟我同年的，还同姓，哦，是该叫老高了
2021-04-08 13:44:33,高佑思排面
2021-04-08 13:39:49,和BBC的阴间滤镜相比，这个好太多
2021-04-08 13:36:26,摸手手
2021-04-08 13:34:26,?????????
2021-04-08 13:29:04,谢谢
2021-04-08 13:23:58,厉害，大老板
2021-04-08 13:22:50,偏见
2021-04-08 13:22:35,高大姐排面
2021-04-08 13:17:54,北斗
2021-04-08 13:16:50,你们继续练练
2021-04-08 13:16:26,高大姐害羞了，不敢抬头看
2021-04-08 13:13:28,但凡他们懂一点经济学
2021-04-08 13:09:34,出息了高佑思
2021-04-08 13:07:21,是我们发展太快 他们不愿承认而已
2021-04-08 13:04:16,偏见
2021-04-08 13:04:11,刮掉胡子我好不习惯啊。
2021-04-08 13:03:32,好厉害啊
2021-04-08 13:03:31,傲慢与偏见，某些外媒就是懂王
2021-04-08 13:03:12,老高又自夸他的中文了。小贝和扬扬第1个不服。
2021-04-08 13:02:20,你的口音挺像咱们本地说普通话的感觉的哈哈哈哈
2021-04-08 13:02:19,小贝中文最好吧应该
2021-04-08 12:59:02,bbc：对，这里是英国，你看这个是我们的记者
2021-04-08 12:57:44,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
2021-04-08 12:57:33,啊这段外媒大概率会装看不到的
2021-04-08 12:57:21,阿克苏种这么多东西么，双向发展呀，不错。
2021-04-08 12:57:15,哈哈哈哈哈哈哈
2021-04-08 12:56:20,阿克苏的苹果好恰
2021-04-08 12:56:13,老高，小伙
2021-04-08 12:53:47,哈哈哈哈
2021-04-08 12:51:52,这讲话已经一股羊肉串味的普通话了
2021-04-08 12:51:40,好家伙，排面
2021-04-08 12:49:34,哈哈哈哈哈
2021-04-08 12:45:52,bbc
